contract_id,customer_id,vehicle_model,dealer_region,credit_score,amount_financed,monthly_payment,days_past_due,contract_date
CON-000282,CUST-00081,GLE SUV,Southwest,793.0,97564.59,1632.89,0,2025-07-11
CON-000283,CUST-00699,EQE Electric,Midwest,604.0,78603.2,1672.77,0,2025-12-17
CON-000284,CUST-00113,EQE Electric,Southwest,835.0,97786.27,940.66,45,2025-06-16
CON-000285,CUST-00002,GLE SUV,Midwest,822.0,112119.61,961.24,0,2024-06-25
CON-000286,CUST-00642,C-Class Sedan,Pacific,777.0,113287.51,1253.52,0,2025-11-09
CON-000287,CUST-00220,C-Class Sedan,Pacific,673.0,80484.08,1453.47,60,2024-10-20
CON-000288,CUST-00566,EQE Electric,Pacific,786.0,78478.21,582.09,0,2024-09-21
CON-000289,CUST-00855,E-Class Sedan,Southeast,594.0,57582.67,1271.35,0,2025-06-03
CON-000290,CUST-00997,E-Class Sedan,Midwest,757.0,114542.99,1738.67,0,2024-09-26
CON-000291,CUST-00736,C-Class Sedan,Southeast,654.0,73923.13,840.72,0,2024-07-30
CON-000292,CUST-00225,E-Class Sedan,Southwest,683.0,45845.26,1681.48,0,2024-06-11
CON-000293,CUST-00385,GLS Luxury SUV,Southeast,747.0,71779.92,1735.22,0,2025-07-10
CON-000294,CUST-00403,GLE SUV,Southwest,694.0,45799.53,849.9,0,2024-02-22
CON-000295,CUST-00638,GLE SUV,Southwest,618.0,77715.19,1480.46,0,2024-08-20
CON-000296,CUST-00130,C-Class Sedan,Southwest,714.0,82708.42,810.41,0,2025-03-13
CON-000297,CUST-00053,S-Class Luxury,Southeast,811.0,63709.24,1458.89,0,2025-11-13
CON-000298,CUST-00684,EQE Electric,Midwest,618.0,41090.3,1536.65,0,2025-06-01
CON-000299,CUST-00730,C-Class Sedan,Southeast,626.0,115197.8,821.37,0,2024-02-13
CON-000300,CUST-00672,E-Class Sedan,Midwest,615.0,100735.01,1430.63,0,2025-08-25
CON-000301,CUST-00710,EQE Electric,Midwest,674.0,106304.89,1555.74,15,2025-12-08
CON-000302,CUST-00416,S-Class Luxury,Southwest,592.0,66183.81,966.15,0,2025-05-30
CON-000303,CUST-00247,E-Class Sedan,Southeast,725.0,99670.64,718.01,0,2025-09-24
CON-000304,CUST-00836,GLS Luxury SUV,Midwest,644.0,76256.7,619.55,0,2025-07-28
CON-000305,CUST-00439,E-Class Sedan,Pacific,807.0,52092.1,1248.0,0,2024-04-01
CON-000306,CUST-00203,GLS Luxury SUV,Midwest,821.0,45575.99,1771.53,0,2025-03-13
CON-000307,CUST-00184,EQE Electric,Pacific,587.0,64329.32,1569.84,45,2024-12-02
CON-000308,CUST-00123,GLS Luxury SUV,Southeast,622.0,46691.93,1066.59,0,2024-10-20
CON-000309,CUST-00401,EQE Electric,Southeast,823.0,119852.86,1197.61,30,2025-11-30
CON-000310,CUST-00767,EQE Electric,Southeast,760.0,39181.06,863.39,0,2025-11-10
CON-000311,CUST-00294,EQE Electric,Midwest,664.0,72497.21,711.99,15,2024-09-20
CON-000312,CUST-00280,EQE Electric,Northeast,734.0,"$73,427.95 USD",1126.71,0,2024-04-14
CON-000313,CUST-00837,EQE Electric,Midwest,602.0,"$60,553.71 USD",1102.55,15,2024-08-11
CON-000314,CUST-00884,E-Class Sedan,Midwest,694.0,83564.88,1178.51,0,2025-02-22
CON-000315,CUST-00610,EQE Electric,Southwest,678.0,47748.05,1738.65,30,2024-04-24
CON-000316,CUST-00198,E-Class Sedan,Southwest,683.0,101632.55,1285.06,0,2024-08-22
CON-000317,CUST-00982,EQE Electric,Midwest,630.0,63258.06,1287.5,0,2024-09-30
CON-000318,CUST-00907,GLS Luxury SUV,Pacific,691.0,85264.12,666.43,0,2024-08-17
CON-000319,CUST-00511,EQE Electric,Southwest,823.0,95829.34,1795.44,0,2025-12-29
CON-000320,CUST-00752,S-Class Luxury,Midwest,748.0,110568.58,1504.7,0,2024-02-03
CON-000321,CUST-00144,EQE Electric,Northeast,651.0,106041.93,1640.36,45,2025-01-22
CON-000322,CUST-00609,EQE Electric,Pacific,718.0,86706.27,1038.59,0,2025-12-09
CON-000323,CUST-00201,GLS Luxury SUV,Southeast,810.0,68013.42,1152.77,0,2025-05-15
CON-000324,CUST-00124,GLE SUV,Midwest,818.0,77772.4,1178.71,0,2025-04-06
CON-000325,CUST-00187,GLS Luxury SUV,Midwest,832.0,100342.46,752.32,0,2025-03-24
CON-000326,CUST-00326,S-Class Luxury,Pacific,628.0,109591.37,1396.34,0,2024-08-01
CON-000327,CUST-00464,GLE SUV,Southwest,651.0,43821.46,1673.87,15,2024-02-15
CON-000328,CUST-00349,C-Class Sedan,Southwest,842.0,67712.78,712.82,0,2025-02-08
CON-000329,CUST-00771,C-Class Sedan,Southwest,801.0,100969.91,612.21,0,2024-11-28
CON-000330,CUST-00660,S-Class Luxury,Southeast,656.0,71690.4,1459.68,0,2024-08-27
CON-000331,CUST-00764,GLS Luxury SUV,Pacific,641.0,63239.36,855.16,0,2024-09-10
CON-000332,CUST-00955,E-Class Sedan,Pacific,736.0,69962.43,1311.02,0,2024-08-15
CON-000333,CUST-00932,S-Class Luxury,Southwest,704.0,86241.8,1404.49,0,2024-06-14
CON-000334,CUST-00403,GLE SUV,Southwest,808.0,119983.44,918.48,0,2025-08-07
CON-000335,CUST-00346,GLE SUV,Northeast,740.0,76904.36,1559.69,0,2025-05-25
CON-000336,CUST-00963,EQE Electric,Northeast,608.0,52722.03,1214.99,0,2025-08-20
CON-000337,CUST-00511,C-Class Sedan,Midwest,693.0,48841.96,1629.7,0,2025-08-15
CON-000338,CUST-00147,GLE SUV,Midwest,658.0,38599.73,1492.28,15,2025-12-27
CON-000339,CUST-00148,S-Class Luxury,Pacific,602.0,82499.46,1629.15,0,2025-11-06
CON-000340,CUST-00864,GLE SUV,Pacific,685.0,81288.63,526.21,0,2025-01-24
CON-000341,CUST-00711,S-Class Luxury,Southeast,710.0,52444.88,816.56,0,2025-02-26
CON-000342,CUST-00820,E-Class Sedan,Southeast,752.0,94103.0,617.01,0,2025-02-14
CON-000343,CUST-00489,EQE Electric,Northeast,843.0,97994.1,1074.71,0,2025-08-03
CON-000344,CUST-00929,C-Class Sedan,Midwest,581.0,57023.35,1656.95,0,2025-10-10
CON-000345,CUST-00936,GLE SUV,Northeast,812.0,64248.48,1107.8,0,2025-10-25
CON-000346,CUST-00640,S-Class Luxury,Northeast,,119190.09,1604.63,0,2025-03-22
CON-000347,CUST-00551,GLS Luxury SUV,Midwest,687.0,66812.48,925.33,0,2025-02-06
CON-000348,CUST-00338,C-Class Sedan,Southeast,759.0,99668.14,941.44,0,2024-04-06
CON-000349,CUST-00872,E-Class Sedan,Midwest,792.0,73481.66,1664.23,0,2025-01-13
CON-000350,CUST-00641,S-Class Luxury,Southwest,651.0,102434.31,1053.56,0,2025-10-31
CON-000351,CUST-00779,EQE Electric,Southwest,754.0,100366.98,1526.7,0,2024-07-04
CON-000352,CUST-00988,EQE Electric,Southwest,702.0,91759.26,807.64,0,2025-11-10
CON-000353,CUST-00953,E-Class Sedan,Pacific,806.0,107656.16,1733.44,15,2024-08-31
CON-000354,CUST-00473,E-Class Sedan,Southeast,662.0,114833.57,1246.95,0,2025-09-22
CON-000355,CUST-00946,EQE Electric,Southeast,832.0,84298.58,1487.12,0,2025-12-08
CON-000356,CUST-00151,GLE SUV,Pacific,725.0,55184.86,616.37,15,2025-05-17
CON-000357,CUST-00415,GLE SUV,Northeast,699.0,68883.46,1140.46,0,2024-10-14
CON-000358,CUST-00990,S-Class Luxury,Southwest,644.0,99455.99,1671.35,0,2025-01-03
CON-000359,CUST-00298,GLS Luxury SUV,Southwest,685.0,90325.1,1640.15,0,2024-03-05
CON-000360,CUST-00611,S-Class Luxury,Northeast,686.0,50112.86,560.86,0,2024-06-10
CON-000361,CUST-00263,GLS Luxury SUV,Midwest,615.0,39355.36,894.81,15,2025-08-19
CON-000362,CUST-00764,E-Class Sedan,Midwest,726.0,93051.74,1076.32,0,2025-07-24
CON-000363,CUST-00144,C-Class Sedan,Southeast,841.0,56341.72,723.94,30,2025-10-23
CON-000364,CUST-00346,S-Class Luxury,Pacific,738.0,77471.97,1449.0,0,2025-02-21
CON-000365,CUST-00624,S-Class Luxury,Southeast,844.0,98473.48,739.87,0,2025-04-25
CON-000366,CUST-00572,GLS Luxury SUV,Midwest,781.0,82826.68,950.63,0,2025-09-24
CON-000367,CUST-00881,E-Class Sedan,Northeast,734.0,42080.72,1362.26,30,2024-09-25
CON-000368,CUST-00002,E-Class Sedan,Southeast,592.0,50774.32,1126.72,0,2025-07-20
CON-000369,CUST-00897,GLS Luxury SUV,Southwest,664.0,53642.9,1460.14,0,2025-10-09
CON-000370,CUST-00304,E-Class Sedan,Southwest,,56918.46,1749.57,0,2024-07-08
CON-000371,CUST-00254,EQE Electric,Northeast,588.0,83059.29,651.51,0,2025-02-09
CON-000372,CUST-00652,GLE SUV,Midwest,,77837.09,1422.44,0,2025-05-03
CON-000373,CUST-00453,EQE Electric,Southwest,817.0,"$52,268.60 USD",799.45,0,2024-11-07
CON-000374,CUST-00037,C-Class Sedan,Southwest,782.0,40742.16,1038.82,15,2025-08-18
CON-000375,CUST-00160,S-Class Luxury,Pacific,,49571.74,542.72,0,2025-11-19
CON-000376,CUST-00009,C-Class Sedan,Southeast,814.0,118672.41,676.68,0,2024-04-03
CON-000377,CUST-00233,S-Class Luxury,Midwest,660.0,74826.49,915.71,0,2025-01-24
CON-000378,CUST-00099,GLE SUV,Southeast,592.0,108724.37,944.58,0,2025-06-30
CON-000379,CUST-00659,E-Class Sedan,Midwest,595.0,107143.96,1669.46,0,2025-02-14
CON-000380,CUST-00816,EQE Electric,Southwest,624.0,78479.16,1464.36,15,2024-07-30
CON-000381,CUST-00208,GLS Luxury SUV,Pacific,718.0,95068.46,1763.84,0,2025-09-29
CON-000382,CUST-00131,EQE Electric,Southeast,727.0,51383.92,1278.79,15,2025-01-03
CON-000383,CUST-00404,GLE SUV,Southwest,815.0,93513.72,814.23,0,2024-06-16
CON-000384,CUST-00152,C-Class Sedan,Midwest,770.0,58152.69,925.95,0,2024-01-14
CON-000385,CUST-00054,GLS Luxury SUV,Southeast,680.0,"$105,725.28 USD",915.79,0,2025-08-08
CON-000386,CUST-00120,E-Class Sedan,Southeast,684.0,42116.55,924.44,0,2025-07-17
CON-000387,CUST-00673,GLE SUV,Southwest,829.0,100716.79,1374.85,0,2024-07-25
CON-000388,CUST-00920,GLS Luxury SUV,Southeast,673.0,43494.64,1190.05,0,2024-02-12
CON-000389,CUST-00628,GLE SUV,Pacific,799.0,109901.09,1001.05,0,2025-03-17
CON-000390,CUST-00587,GLE SUV,Pacific,712.0,"$60,857.38 USD",693.82,0,2025-05-29
CON-000391,CUST-00625,E-Class Sedan,Southwest,734.0,90623.44,528.78,15,2025-08-29
CON-000392,CUST-00968,S-Class Luxury,Midwest,607.0,76437.69,784.49,0,2025-01-29
CON-000393,CUST-00420,GLS Luxury SUV,Southwest,695.0,66135.77,639.71,0,2024-08-25
CON-000394,CUST-00422,E-Class Sedan,Pacific,813.0,89862.56,1521.08,0,2025-11-09
CON-000395,CUST-00104,GLE SUV,Northeast,580.0,115539.45,646.25,0,2025-06-14
CON-000396,CUST-00852,E-Class Sedan,Northeast,819.0,38507.93,1441.5,0,2025-12-19
CON-000397,CUST-00254,S-Class Luxury,Southeast,637.0,113102.49,1001.36,30,2025-02-07
CON-000398,CUST-00227,EQE Electric,Southeast,762.0,86771.94,595.39,0,2024-08-01
CON-000399,CUST-00112,GLS Luxury SUV,Northeast,605.0,103621.72,1556.55,0,2025-07-21
CON-000400,CUST-00510,S-Class Luxury,Pacific,656.0,67629.37,1253.52,0,2025-01-08
CON-000401,CUST-00473,C-Class Sedan,Southeast,796.0,75106.65,806.49,0,2024-05-11
CON-000402,CUST-00099,GLS Luxury SUV,Southwest,841.0,108852.31,1663.09,0,2024-01-09
CON-000403,CUST-00153,S-Class Luxury,Southwest,602.0,70262.08,558.84,0,2024-06-01
CON-000404,CUST-00861,GLE SUV,Pacific,823.0,80446.06,762.37,30,2025-03-06
CON-000405,CUST-00914,GLS Luxury SUV,Southeast,737.0,36716.57,1477.66,0,2025-04-27
CON-000406,CUST-00896,GLS Luxury SUV,Southwest,785.0,48480.83,1422.19,0,2024-10-31
CON-000407,CUST-00878,E-Class Sedan,Southeast,666.0,89543.35,876.05,0,2024-10-10
CON-000408,CUST-00338,GLE SUV,Southeast,846.0,95943.04,580.63,0,2025-04-16
CON-000409,CUST-00706,C-Class Sedan,Southwest,713.0,84521.08,1615.5,0,2024-07-08
CON-000410,CUST-00822,EQE Electric,Northeast,846.0,47181.35,907.81,0,2025-06-11
CON-000411,CUST-00163,S-Class Luxury,Southwest,847.0,72859.46,754.43,0,2025-05-26
CON-000412,CUST-00720,E-Class Sedan,Pacific,632.0,65183.06,1170.88,0,2024-12-08
CON-000413,CUST-00957,S-Class Luxury,Midwest,678.0,77131.21,1683.3,0,2025-03-05
CON-000414,CUST-00681,C-Class Sedan,Southwest,826.0,108977.97,556.61,0,2025-12-15
CON-000415,CUST-00996,C-Class Sedan,Southeast,615.0,100948.22,1495.55,0,2025-11-16
CON-000416,CUST-00161,GLS Luxury SUV,Southeast,607.0,42139.11,1244.22,0,2025-11-10
CON-000417,CUST-00580,C-Class Sedan,Southwest,799.0,110676.28,1053.08,0,2024-02-03
CON-000418,CUST-00801,S-Class Luxury,Midwest,681.0,"$75,100.21 USD",1467.3,30,2025-04-15
CON-000419,CUST-00398,GLE SUV,Southwest,842.0,98228.28,1755.57,0,2025-01-28
CON-000420,CUST-00277,GLE SUV,Midwest,803.0,46903.33,797.97,30,2025-05-09
CON-000421,CUST-00816,GLS Luxury SUV,Midwest,718.0,92011.16,686.74,0,2025-05-27
CON-000422,CUST-00916,EQE Electric,Pacific,829.0,55087.71,1686.75,0,2024-11-17
CON-000423,CUST-00504,S-Class Luxury,Southeast,657.0,72262.38,1369.64,0,2024-04-24
CON-000424,CUST-00896,S-Class Luxury,Southeast,592.0,36433.34,1069.38,0,2024-08-01
CON-000425,CUST-00392,C-Class Sedan,Midwest,661.0,47886.9,1245.24,0,2024-05-24
CON-000426,CUST-00135,S-Class Luxury,Southeast,588.0,42826.84,1469.3,0,2025-07-12
CON-000427,CUST-00195,E-Class Sedan,Northeast,792.0,55378.25,1504.94,0,2024-06-26
CON-000428,CUST-00401,EQE Electric,Midwest,627.0,43501.54,1695.86,0,2025-12-25
CON-000429,CUST-00640,C-Class Sedan,Southeast,628.0,93812.35,1054.9,0,2024-12-25
CON-000430,CUST-00033,E-Class Sedan,Northeast,619.0,37468.39,881.43,0,2024-10-11
CON-000431,CUST-00688,GLS Luxury SUV,Pacific,805.0,87507.94,1331.56,15,2024-09-01
CON-000432,CUST-00460,GLE SUV,Southeast,687.0,46960.17,1040.45,15,2024-07-24
CON-000433,CUST-00955,GLS Luxury SUV,Northeast,824.0,115338.72,1272.98,0,2025-08-06
CON-000434,CUST-00883,GLE SUV,Southwest,834.0,114313.0,1045.98,0,2024-12-07
CON-000435,CUST-00470,GLS Luxury SUV,Southwest,612.0,54167.76,698.89,0,2025-12-27
CON-000436,CUST-00375,S-Class Luxury,Northeast,602.0,87225.81,1110.25,30,2024-12-25
CON-000437,CUST-00022,E-Class Sedan,Midwest,633.0,37380.45,1398.19,0,2025-05-13
CON-000438,CUST-00750,GLE SUV,Midwest,628.0,114202.03,1539.07,0,2024-05-20
CON-000439,CUST-00670,C-Class Sedan,Southeast,,79453.92,1141.32,0,2025-10-29
CON-000440,CUST-00038,E-Class Sedan,Southwest,701.0,38673.97,714.81,60,2024-08-09
CON-000441,CUST-00230,C-Class Sedan,Midwest,669.0,64112.5,1039.09,0,2025-01-23
CON-000442,CUST-00365,E-Class Sedan,Midwest,772.0,41532.2,1522.18,0,2024-11-25
CON-000443,CUST-00563,E-Class Sedan,Southwest,823.0,68400.28,1036.72,0,2025-01-27
CON-000444,CUST-00438,GLS Luxury SUV,Pacific,728.0,91943.74,1405.49,30,2025-10-15
CON-000445,CUST-00776,GLE SUV,Midwest,725.0,74940.64,1159.38,45,2024-12-23
CON-000446,CUST-00283,GLE SUV,Northeast,720.0,67616.38,813.59,0,2025-01-28
CON-000447,CUST-00027,E-Class Sedan,Southeast,690.0,45128.35,1535.0,0,2025-08-09
CON-000448,CUST-00226,S-Class Luxury,Midwest,687.0,"$55,819.82 USD",609.48,0,2024-02-09
CON-000449,CUST-00277,S-Class Luxury,Midwest,629.0,43512.18,1182.36,0,2024-09-29
CON-000450,CUST-00798,C-Class Sedan,Pacific,593.0,103637.39,771.56,15,2025-02-23
CON-000451,CUST-00609,C-Class Sedan,Northeast,713.0,"$46,495.39 USD",587.19,0,2024-03-10
CON-000452,CUST-00284,GLS Luxury SUV,Southeast,,85606.74,1153.81,0,2025-09-14
CON-000453,CUST-00879,E-Class Sedan,Midwest,663.0,64132.94,1149.43,0,2025-04-02
CON-000454,CUST-00960,C-Class Sedan,Southeast,737.0,54208.16,1418.97,0,2024-08-21
CON-000455,CUST-00481,C-Class Sedan,Southwest,673.0,"$89,354.82 USD",1468.18,15,2024-07-15
CON-000456,CUST-00453,EQE Electric,Midwest,673.0,73845.2,1446.13,0,2025-12-11
CON-000457,CUST-00829,E-Class Sedan,Midwest,636.0,69012.36,1032.43,0,2025-05-23
CON-000458,CUST-00816,GLS Luxury SUV,Southwest,743.0,85392.42,1321.2,0,2025-06-19
CON-000459,CUST-00659,C-Class Sedan,Pacific,677.0,76757.75,1250.03,0,2024-05-26
CON-000460,CUST-00516,GLS Luxury SUV,Midwest,595.0,60796.16,1048.03,0,2025-07-27
CON-000461,CUST-00547,GLE SUV,Southeast,657.0,82520.21,1276.38,15,2025-04-03
CON-000462,CUST-00192,GLS Luxury SUV,Northeast,651.0,91907.38,1731.42,0,2024-03-07
CON-000463,CUST-00049,S-Class Luxury,Southeast,849.0,37268.92,750.76,15,2024-01-30
CON-000464,CUST-00512,S-Class Luxury,Pacific,645.0,74599.1,1677.5,0,2024-04-16
CON-000465,CUST-00017,GLS Luxury SUV,Northeast,647.0,39903.08,569.49,15,2025-11-08
CON-000466,CUST-00172,S-Class Luxury,Southeast,772.0,50844.46,900.91,0,2025-01-24
CON-000467,CUST-00220,GLE SUV,Southeast,634.0,82643.24,874.59,0,2025-02-09
CON-000468,CUST-00158,E-Class Sedan,Southwest,747.0,108626.06,1314.27,0,2024-04-30
CON-000469,CUST-00477,S-Class Luxury,Pacific,604.0,110038.48,670.59,30,2024-01-11
CON-000470,CUST-00046,S-Class Luxury,Southwest,710.0,40945.24,1647.05,0,2025-08-06
CON-000471,CUST-00373,GLS Luxury SUV,Northeast,681.0,70623.93,1577.12,0,2024-12-12
CON-000472,CUST-00518,GLE SUV,Southwest,842.0,84555.55,1347.69,15,2024-09-09
CON-000473,CUST-00099,E-Class Sedan,Pacific,699.0,47500.94,1095.94,0,2024-04-28
CON-000474,CUST-00892,GLS Luxury SUV,Midwest,810.0,100061.74,1712.84,0,2025-06-03
CON-000475,CUST-00745,GLS Luxury SUV,Midwest,740.0,98260.0,1579.97,0,2024-08-02
CON-000476,CUST-00037,EQE Electric,Northeast,740.0,111783.99,1149.11,0,2024-03-20
CON-000477,CUST-00280,GLE SUV,Midwest,657.0,35721.31,1412.44,0,2025-02-22
CON-000478,CUST-00349,E-Class Sedan,Southwest,617.0,53418.16,1237.01,0,2025-08-06
CON-000479,CUST-00497,GLE SUV,Northeast,607.0,105310.87,1264.32,0,2025-12-12
CON-000480,CUST-00302,E-Class Sedan,Pacific,679.0,91999.3,930.27,0,2025-11-15
CON-000481,CUST-00181,GLE SUV,Northeast,703.0,111023.14,1100.71,0,2024-10-15
CON-000482,CUST-00607,GLS Luxury SUV,Northeast,671.0,39860.27,601.56,0,2024-08-21
CON-000483,CUST-00099,GLS Luxury SUV,Southeast,834.0,85741.94,964.55,0,2024-09-17
CON-000484,CUST-00700,C-Class Sedan,Southeast,676.0,83368.96,1404.58,0,2025-10-18
CON-000485,CUST-00993,S-Class Luxury,Northeast,585.0,38032.33,1739.18,0,2024-01-22
CON-000486,CUST-00116,EQE Electric,Midwest,748.0,78649.38,1751.98,30,2024-03-18
CON-000487,CUST-00191,GLE SUV,Southeast,687.0,86809.23,1222.44,15,2025-11-02
CON-000488,CUST-00253,EQE Electric,Pacific,626.0,51259.92,1288.61,0,2024-01-14
CON-000489,CUST-00981,C-Class Sedan,Southwest,678.0,58233.01,741.44,15,2024-05-27
CON-000490,CUST-00928,S-Class Luxury,Southeast,593.0,89429.52,1403.9,15,2025-10-23
CON-000491,CUST-00983,GLE SUV,Northeast,773.0,74805.58,591.86,0,2024-01-30
CON-000492,CUST-00161,E-Class Sedan,Midwest,736.0,107931.16,870.09,0,2025-03-13
CON-000493,CUST-00256,S-Class Luxury,Southwest,733.0,64102.45,1368.87,0,2025-11-03
CON-000494,CUST-00323,GLS Luxury SUV,Southeast,694.0,57666.07,903.4,0,2025-06-13
CON-000495,CUST-00128,C-Class Sedan,Midwest,837.0,118713.6,564.8,30,2024-03-03
CON-000496,CUST-00018,S-Class Luxury,Midwest,724.0,112446.54,1581.43,0,2025-03-05
CON-000497,CUST-00793,S-Class Luxury,Midwest,,37464.38,903.43,0,2024-05-14
CON-000498,CUST-00735,GLS Luxury SUV,Northeast,793.0,100511.93,582.04,0,2024-06-05
CON-000499,CUST-00566,GLE SUV,Pacific,812.0,44378.46,597.22,0,2025-07-22
CON-000500,CUST-00570,E-Class Sedan,Midwest,750.0,37336.24,827.29,0,2024-09-10
CON-000501,CUST-00323,GLS Luxury SUV,Southwest,600.0,58264.12,731.42,30,2024-07-05
CON-000502,CUST-00872,E-Class Sedan,Southeast,594.0,57894.4,1506.59,0,2025-01-13
CON-000503,CUST-00686,GLE SUV,Southwest,705.0,104642.09,918.19,15,2024-11-22
CON-000504,CUST-00792,S-Class Luxury,Northeast,792.0,95406.72,1546.1,0,2024-07-17
CON-000505,CUST-00626,E-Class Sedan,Northeast,767.0,118436.8,726.0,0,2024-06-19
CON-000506,CUST-00288,C-Class Sedan,Southwest,751.0,95478.6,1140.74,0,2024-11-10
CON-000507,CUST-00943,C-Class Sedan,Pacific,826.0,70551.72,1394.45,15,2024-01-06
CON-000508,CUST-00854,GLS Luxury SUV,Northeast,584.0,94408.85,1347.59,0,2024-09-12
CON-000509,CUST-00663,GLE SUV,Northeast,810.0,119954.02,1281.47,0,2024-11-15
CON-000510,CUST-00962,GLS Luxury SUV,Southwest,780.0,95362.06,1702.27,0,2024-09-04
CON-000511,CUST-00639,GLS Luxury SUV,Northeast,728.0,99742.92,797.08,30,2024-01-04
CON-000512,CUST-00155,EQE Electric,Pacific,651.0,114761.03,1141.83,0,2025-05-27
CON-000513,CUST-00490,GLS Luxury SUV,Pacific,805.0,44660.36,1649.19,0,2025-05-20
CON-000514,CUST-00386,EQE Electric,Pacific,653.0,94906.66,601.26,0,2024-01-31
CON-000515,CUST-00986,C-Class Sedan,Southeast,748.0,107318.51,572.65,0,2025-09-20
CON-000516,CUST-00785,C-Class Sedan,Pacific,828.0,116122.18,803.29,0,2024-10-01
CON-000517,CUST-00104,GLS Luxury SUV,Pacific,731.0,52932.39,1322.93,30,2025-12-09
CON-000518,CUST-00929,C-Class Sedan,Southeast,803.0,77833.97,837.84,0,2024-11-20
CON-000519,CUST-00393,GLE SUV,Midwest,804.0,92847.16,747.31,15,2024-06-25
CON-000520,CUST-00811,EQE Electric,Northeast,617.0,56034.76,1096.44,0,2024-10-13
CON-000521,CUST-00246,EQE Electric,Pacific,623.0,86040.19,1297.68,0,2024-03-19
CON-000522,CUST-00176,GLS Luxury SUV,Northeast,764.0,56894.2,823.13,15,2024-08-30
CON-000523,CUST-00039,C-Class Sedan,Southwest,,63343.85,890.9,0,2025-05-15
CON-000524,CUST-00477,E-Class Sedan,Northeast,789.0,72529.09,1297.63,0,2024-07-23
CON-000525,CUST-00682,EQE Electric,Southeast,602.0,79981.16,1729.46,0,2025-04-04
CON-000526,CUST-00759,GLS Luxury SUV,Northeast,703.0,73196.1,1377.16,0,2025-01-17
CON-000527,CUST-00538,GLS Luxury SUV,Northeast,665.0,76921.62,1517.78,0,2025-12-23
CON-000528,CUST-00867,GLE SUV,Northeast,622.0,60380.04,976.85,0,2024-11-28
CON-000529,CUST-00818,S-Class Luxury,Midwest,619.0,48512.03,853.93,0,2025-08-25
CON-000530,CUST-00921,S-Class Luxury,Midwest,748.0,39024.75,1090.55,0,2024-06-14
CON-000531,CUST-00408,EQE Electric,Southwest,754.0,51658.19,1549.27,0,2024-06-09
CON-000532,CUST-00525,GLE SUV,Southeast,599.0,84465.21,1093.19,30,2024-01-06
CON-000533,CUST-00828,GLE SUV,Northeast,688.0,101819.81,1600.74,0,2025-10-14
CON-000534,CUST-00506,GLE SUV,Northeast,772.0,49386.05,1785.4,0,2024-07-23
CON-000535,CUST-00903,EQE Electric,Northeast,823.0,44227.21,593.63,0,2025-06-15
CON-000536,CUST-00825,S-Class Luxury,Northeast,807.0,98689.68,559.03,0,2024-04-09
CON-000537,CUST-00036,GLE SUV,Midwest,615.0,60938.46,694.47,0,2025-11-07
CON-000538,CUST-00685,C-Class Sedan,Southwest,624.0,115877.45,999.68,0,2024-02-14
CON-000539,CUST-00020,GLS Luxury SUV,Pacific,607.0,95717.03,670.35,15,2025-04-01
CON-000540,CUST-00321,GLS Luxury SUV,Southeast,733.0,62774.26,1631.86,60,2024-08-14
CON-000541,CUST-00776,E-Class Sedan,Northeast,602.0,59611.13,530.09,0,2024-11-10
CON-000542,CUST-00512,E-Class Sedan,Southwest,786.0,79514.36,910.53,0,2024-02-21
CON-000543,CUST-00400,EQE Electric,Pacific,670.0,41727.3,740.1,0,2024-05-25
CON-000544,CUST-00654,EQE Electric,Southwest,617.0,45002.5,1711.0,0,2024-10-07
CON-000545,CUST-00972,GLS Luxury SUV,Midwest,807.0,49947.92,1370.33,0,2024-05-02
CON-000546,CUST-00883,C-Class Sedan,Pacific,781.0,100851.51,1685.64,0,2025-12-19
CON-000547,CUST-00471,S-Class Luxury,Southwest,833.0,78677.88,1764.03,0,2025-04-15
CON-000548,CUST-00143,S-Class Luxury,Midwest,617.0,35898.21,1146.23,0,2024-10-23
CON-000549,CUST-00092,EQE Electric,Southwest,800.0,92248.9,804.61,0,2025-09-05
CON-000550,CUST-00354,C-Class Sedan,Southwest,766.0,71013.67,751.85,0,2025-05-26
CON-000551,CUST-00834,EQE Electric,Pacific,,78422.45,789.79,0,2025-10-02
CON-000552,CUST-00800,S-Class Luxury,Midwest,693.0,53199.88,1421.17,0,2025-05-16
CON-000553,CUST-00727,EQE Electric,Northeast,839.0,81901.49,552.58,0,2025-11-09
CON-000554,CUST-00959,GLE SUV,Southeast,584.0,118228.03,566.77,15,2024-07-20
CON-000555,CUST-00854,EQE Electric,Pacific,647.0,41242.8,1290.59,45,2025-02-18
CON-000556,CUST-00051,GLS Luxury SUV,Midwest,807.0,59132.98,1334.67,0,2025-09-05
CON-000557,CUST-00665,EQE Electric,Southwest,702.0,55654.8,1364.84,0,2025-08-05
CON-000558,CUST-00698,GLS Luxury SUV,Midwest,752.0,56126.69,983.44,0,2025-02-25
CON-000559,CUST-00575,C-Class Sedan,Southeast,732.0,67190.04,1547.73,0,2025-06-03
CON-000560,CUST-00190,S-Class Luxury,Southeast,846.0,104539.33,1193.71,0,2025-11-04
